a_mm,b_mm,White_Pos,Pwr_UV,Pwr_UV_Center,Uni_UV,Num_White,Total_Loss,Valid
7.75,6.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.34,1.79,0.389,4,952.3713,True
8.75,5.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.99,1.77,0.435,4,952.575,True
3.25,9.4,"(6.5, 0.0) | (4.6, 4.5) | (-6.5, 0.0) | (4.6, -4.5)",10.7,2.05,0.317,4,952.6432,True
2.0,9.9,"(6.5, 0.0) | (3.8, 5.2) | (-6.5, 0.0) | (-3.8, -5.2)",10.33,2.0,0.26,4,952.7826,True
2.5,9.65,"(6.5, 0.0) | (4.2, 4.9) | (-6.5, 0.0) | (4.2, -4.9)",10.64,2.05,0.278,4,953.1446,True
6.75,7.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.51,1.79,0.369,4,953.3201,True
5.5,8.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.49,1.78,0.383,4,954.138,True
8.0,6.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.22,1.77,0.399,4,955.3141,True
6.5,8.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.47,1.78,0.369,4,956.7432,True
3.0,9.65,"(6.5, 0.0) | (4.4, 4.8) | (-6.5, 0.0) | (-4.4, -4.8)",10.33,1.98,0.301,4,956.9053,True
8.25,6.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.08,1.76,0.412,4,959.4648,True
3.75,9.4,"(6.5, 0.0) | (4.7, 4.4) | (-6.5, 0.0) | (-4.7, -4.4)",10.3,1.96,0.342,4,959.7245,True
4.75,9.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.39,1.77,0.37,4,960.7021,True
2.25,9.9,"(6.5, 0.0) | (3.9, 5.1) | (-6.5, 0.0) | (-3.9, -5.1)",10.22,1.97,0.268,4,961.0789,True
6.25,8.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.41,1.76,0.372,4,961.3813,True
4.25,9.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.38,1.77,0.358,4,961.4283,True
2.75,9.65,"(6.5, 0.0) | (-4.3, 4.8) | (-6.5, 0.0) | (-4.3, -4.8)",10.49,2.02,0.289,4,963.5586,True
9.0,5.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.77,1.74,0.43,4,963.9749,True
8.5,6.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.92,1.74,0.427,4,964.8429,True
5.25,9.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.33,1.75,0.378,4,965.0829,True
1.25,10.15,"(6.5, 0.0) | (-3.3, 5.5) | (-6.5, 0.0) | (3.3, -5.5)",10.04,1.95,0.243,4,965.1256,True
6.0,8.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.32,1.75,0.377,4,967.1903,True
3.25,9.65,"(6.5, 0.0) | (4.4, 4.8) | (-6.5, 0.0) | (-4.4, -4.8)",10.16,1.94,0.315,4,967.2869,True
3.75,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.3,1.77,0.339,4,967.3847,True
2.5,9.9,"(6.5, 0.0) | (4.0, 5.0) | (-6.5, 0.0) | (-4.0, -5.0)",10.09,1.94,0.278,4,970.0429,True
1.5,10.15,"(6.5, 0.0) | (3.4, 5.5) | (-6.5, 0.0) | (-3.4, -5.5)",9.98,1.93,0.248,4,970.7751,True
8.75,5.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.74,1.71,0.438,4,972.0148,True
5.75,8.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.2,1.72,0.383,4,974.2711,True
4.0,9.4,"(6.5, 0.0) | (4.8, 4.4) | (-6.5, 0.0) | (-4.8, -4.4)",10.09,1.91,0.351,4,974.3858,True
4.5,9.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.16,1.73,0.364,4,975.7266,True
7.5,7.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.08,1.72,0.373,4,976.4914,True
7.25,7.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.12,1.72,0.368,4,976.7307,True
1.75,10.15,"(6.5, 0.0) | (3.5, 5.4) | (-6.5, 0.0) | (-3.5, -5.4)",9.89,1.91,0.254,4,977.1745,True
5.0,9.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.14,1.72,0.374,4,977.4208,True
7.75,7.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.01,1.72,0.38,4,977.432,True
7.0,7.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.13,1.72,0.365,4,978.1611,True
2.75,9.9,"(6.5, 0.0) | (4.0, 5.0) | (-6.5, 0.0) | (-4.0, -5.0)",9.95,1.91,0.289,4,978.523,True
4.0,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.11,1.73,0.348,4,979.341,True
8.0,6.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.92,1.71,0.389,4,979.5466,True
6.75,8.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.11,1.71,0.365,4,980.7608,True
9.0,5.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.55,1.69,0.434,4,982.0235,True
8.25,6.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.8,1.69,0.401,4,982.7927,True
5.5,9.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.05,1.7,0.379,4,983.7625,True
2.0,10.15,"(6.5, 0.0) | (3.6, 5.4) | (-6.5, 0.0) | (-3.6, -5.4)",9.8,1.89,0.261,4,984.2974,True
6.5,8.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.07,1.7,0.366,4,984.498,True
8.5,6.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.66,1.68,0.414,4,987.1302,True
3.5,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.01,1.71,0.326,4,987.6757,True
3.0,9.9,"(6.5, 0.0) | (-4.1, 5.0) | (-6.5, 0.0) | (4.1, -5.0)",9.81,1.88,0.301,4,988.7246,True
6.25,8.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",9.0,1.68,0.37,4,989.3378,True
4.75,9.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.94,1.68,0.369,4,990.7949,True
4.25,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.92,1.69,0.357,4,991.9922,True
2.25,10.15,"(6.5, 0.0) | (3.7, 5.3) | (-6.5, 0.0) | (-3.7, -5.3)",9.7,1.87,0.27,4,992.1275,True
8.75,6.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.5,1.66,0.43,4,992.6006,True
9.25,5.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.34,1.66,0.429,4,993.1915,True
5.25,9.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.89,1.67,0.376,4,994.5169,True
6.0,8.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.9,1.67,0.376,4,995.224,True
1.25,10.4,"(6.5, 0.0) | (3.1, 5.7) | (-6.5, 0.0) | (-3.1, -5.7)",9.53,1.85,0.245,4,996.9125,True
3.5,9.65,"(6.5, 0.0) | (-4.5, 4.7) | (-6.5, 0.0) | (-4.5, -4.7)",9.98,1.9,0.328,4,997.394,True
3.75,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.84,1.68,0.338,4,997.9974,True
9.0,5.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.32,1.63,0.436,4,1000.2671,True
2.5,10.15,"(6.5, 0.0) | (3.7, 5.2) | (-6.5, 0.0) | (-3.7, -5.2)",9.58,1.84,0.279,4,1000.6167,True
7.5,7.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.74,1.65,0.366,4,1001.5625,True
7.75,7.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.69,1.65,0.372,4,1001.8619,True
1.5,10.4,"(6.5, 0.0) | (3.2, 5.6) | (-6.5, 0.0) | (-3.2, -5.6)",9.47,1.83,0.25,4,1002.2444,True
7.25,7.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.76,1.65,0.363,4,1002.3539,True
5.75,9.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.78,1.64,0.38,4,1002.6764,True
8.0,7.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.61,1.64,0.38,4,1003.2442,True
7.0,8.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.76,1.65,0.361,4,1004.2298,True
4.5,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.72,1.64,0.363,4,1005.2733,True
8.25,6.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.51,1.63,0.391,4,1005.6817,True
5.0,9.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.71,1.64,0.373,4,1006.4308,True
1.75,10.4,"(6.5, 0.0) | (3.2, 5.6) | (-6.5, 0.0) | (-3.2, -5.6)",9.39,1.81,0.256,4,1007.0845,True
6.75,8.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.73,1.64,0.362,4,1007.1644,True
3.25,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.71,1.66,0.313,4,1008.4492,True
2.75,10.15,"(6.5, 0.0) | (3.7, 5.2) | (-6.5, 0.0) | (-3.7, -5.2)",9.45,1.81,0.289,4,1008.5063,True
4.0,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.67,1.64,0.348,4,1009.0777,True
8.5,6.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.39,1.62,0.403,4,1009.1439,True
3.75,9.65,"(6.5, 0.0) | (-4.5, 4.7) | (-6.5, 0.0) | (-4.5, -4.7)",9.79,1.86,0.34,4,1009.4597,True
9.25,5.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.13,1.61,0.433,4,1010.0345,True
6.5,8.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.68,1.63,0.365,4,1011.1333,True
5.5,9.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.63,1.62,0.377,4,1011.913,True
8.75,6.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.25,1.6,0.418,4,1013.5948,True
2.0,10.4,"(6.5, 0.0) | (-3.3, 5.5) | (-6.5, 0.0) | (3.3, -5.5)",9.3,1.79,0.263,4,1013.7861,True
6.25,8.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.6,1.61,0.37,4,1016.0851,True
3.25,9.9,"(6.5, 0.0) | (4.2, 4.9) | (-6.5, 0.0) | (4.2, -4.9)",9.65,1.84,0.314,4,1016.5768,True
3.5,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.57,1.63,0.326,4,1017.2667,True
3.0,10.15,"(6.5, 0.0) | (3.8, 5.2) | (-6.5, 0.0) | (-3.8, -5.2)",9.31,1.78,0.301,4,1018.1895,True
9.0,6.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.09,1.58,0.433,4,1019.0943,True
4.75,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.51,1.6,0.368,4,1019.2611,True
4.25,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.49,1.61,0.357,4,1020.8169,True
9.5,5.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.93,1.58,0.43,4,1020.9495,True
2.25,10.4,"(6.5, 0.0) | (3.4, 5.5) | (-6.5, 0.0) | (-3.4, -5.5)",9.21,1.77,0.271,4,1021.1268,True
2.75,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.54,1.64,0.292,4,1021.7841,True
6.0,9.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.5,1.59,0.377,4,1021.9604,True
5.25,9.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.47,1.59,0.375,4,1022.4289,True
1.25,10.65,"(6.5, 0.0) | (2.7, 5.9) | (-6.5, 0.0) | (-2.7, -5.9)",9.05,1.75,0.249,4,1024.0625,True
7.75,7.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.37,1.59,0.366,4,1025.6037,True
7.5,7.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.4,1.59,0.362,4,1025.8514,True
8.0,7.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.31,1.58,0.373,4,1026.3493,True
3.75,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.41,1.6,0.338,4,1026.7842,True
3.5,9.9,"(6.5, 0.0) | (4.2, 4.9) | (-6.5, 0.0) | (4.2, -4.9)",9.48,1.8,0.327,4,1026.8614,True
7.25,8.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.42,1.58,0.359,4,1027.096,True
9.25,5.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.92,1.56,0.435,4,1027.1439,True
3.25,10.15,"(6.5, 0.0) | (3.8, 5.2) | (-6.5, 0.0) | (-3.8, -5.2)",9.17,1.75,0.313,4,1027.1862,True
8.25,7.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.23,1.57,0.382,4,1028.0736,True
2.5,10.4,"(6.5, 0.0) | (3.5, 5.4) | (-6.5, 0.0) | (-3.5, -5.4)",9.1,1.75,0.28,4,1029.0783,True
3.0,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.42,1.61,0.303,4,1029.0912,True
1.5,10.65,"(6.5, 0.0) | (2.8, 5.8) | (-6.5, 0.0) | (-2.8, -5.8)",8.99,1.74,0.254,4,1029.146,True
7.0,8.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.4,1.58,0.359,4,1029.3246,True
5.75,9.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.37,1.57,0.377,4,1029.6685,True
8.5,6.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.12,1.56,0.393,4,1030.7549,True
6.75,8.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.36,1.57,0.361,4,1032.5135,True
4.5,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.3,1.57,0.363,4,1033.161,True
5.0,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.3,1.56,0.372,4,1033.8547,True
8.75,6.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.0,1.55,0.406,4,1034.3625,True
1.75,10.65,"(6.5, 0.0) | (2.9, 5.8) | (-6.5, 0.0) | (-2.9, -5.8)",8.92,1.72,0.259,4,1034.8741,True
2.75,10.4,"(6.5, 0.0) | (3.5, 5.4) | (-6.5, 0.0) | (-3.5, -5.4)",8.98,1.72,0.29,4,1036.4125,True
9.5,5.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.74,1.53,0.433,4,1036.6027,True
6.5,8.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.3,1.55,0.364,4,1036.6218,True
3.25,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.29,1.58,0.314,4,1036.8571,True
4.0,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.25,1.56,0.349,4,1037.0321,True
2.25,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.32,1.6,0.276,4,1037.275,True
5.5,9.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.23,1.54,0.376,4,1038.7039,True
9.0,6.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.86,1.53,0.422,4,1038.862,True
2.0,10.65,"(6.5, 0.0) | (3.0, 5.7) | (-6.5, 0.0) | (-3.0, -5.7)",8.84,1.7,0.266,4,1041.2081,True
6.25,9.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.22,1.54,0.37,4,1041.6023,True
2.5,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.23,1.58,0.285,4,1043.1097,True
9.25,6.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.71,1.51,0.437,4,1044.3771,True
3.5,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.16,1.55,0.327,4,1045.0437,True
3.0,10.4,"(6.5, 0.0) | (3.6, 5.4) | (-6.5, 0.0) | (-3.6, -5.4)",8.85,1.69,0.301,4,1045.4734,True
4.75,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.11,1.53,0.369,4,1046.1473,True
9.75,5.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.55,1.51,0.431,4,1047.1978,True
6.0,9.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.12,1.52,0.378,4,1047.3968,True
4.25,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.08,1.53,0.357,4,1047.9225,True
2.25,10.65,"(6.5, 0.0) | (3.1, 5.7) | (-6.5, 0.0) | (-3.1, -5.7)",8.75,1.68,0.274,4,1048.1258,True
7.75,7.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.05,1.52,0.362,4,1048.6084,True
8.0,7.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.01,1.52,0.367,4,1048.8117,True
5.25,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.08,1.52,0.375,4,1048.8151,True
7.5,8.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.08,1.52,0.358,4,1049.3124,True
2.75,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.13,1.56,0.294,4,1049.4351,True
8.25,7.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.94,1.52,0.375,4,1049.9172,True
1.25,10.9,"(6.5, 0.0) | (2.3, 6.0) | (-6.5, 0.0) | (-2.3, -6.0)",8.61,1.66,0.252,4,1050.2931,True
7.25,8.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.08,1.52,0.357,4,1050.9236,True
8.5,7.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.86,1.51,0.385,4,1051.9066,True
9.5,5.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.54,1.49,0.436,4,1052.6363,True
7.0,8.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.05,1.51,0.358,4,1053.4238,True
3.75,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.01,1.52,0.339,4,1053.7924,True
2.5,10.65,"(6.5, 0.0) | (3.1, 5.7) | (-6.5, 0.0) | (-3.1, -5.7)",8.65,1.66,0.282,4,1054.4077,True
1.75,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.08,1.56,0.266,4,1054.5876,True
8.75,6.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.75,1.5,0.397,4,1054.7596,True
1.5,10.9,"(6.5, 0.0) | (2.4, 5.9) | (-6.5, 0.0) | (-2.4, -5.9)",8.55,1.65,0.257,4,1055.131,True
5.75,9.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.99,1.5,0.377,4,1055.2707,True
3.0,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.02,1.53,0.304,4,1056.2198,True
6.75,8.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.01,1.5,0.36,4,1056.7781,True
9.0,6.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.63,1.48,0.411,4,1058.4446,True
2.0,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",8.01,1.54,0.272,4,1058.9992,True
1.75,10.9,"(6.5, 0.0) | (2.4, 5.9) | (-6.5, 0.0) | (-2.4, -5.9)",8.48,1.64,0.263,4,1059.3118,True
4.5,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.91,1.5,0.364,4,1059.3924,True
5.0,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.91,1.49,0.373,4,1059.7331,True
6.5,9.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.94,1.49,0.365,4,1060.9479,True
9.75,5.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.37,1.46,0.435,4,1061.8238,True
9.25,6.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.49,1.46,0.426,4,1062.9279,True
4.0,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.86,1.49,0.35,4,1063.2463,True
3.25,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.9,1.51,0.316,4,1063.432,True
2.25,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.93,1.52,0.28,4,1063.9236,True
5.5,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.86,1.48,0.376,4,1064.0476,True
2.0,10.9,"(6.5, 0.0) | (2.6, 5.9) | (-6.5, 0.0) | (-2.6, -5.9)",8.41,1.62,0.269,4,1065.2982,True
6.25,9.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.86,1.47,0.372,4,1065.8941,True
9.5,6.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.35,1.44,0.438,4,1068.8021,True
2.5,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.84,1.51,0.288,4,1069.3333,True
8.0,7.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.72,1.46,0.363,4,1070.5907,True
7.75,8.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.75,1.46,0.359,4,1070.8443,True
3.5,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.77,1.48,0.328,4,1071.04,True
8.25,7.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.66,1.46,0.369,4,1071.1633,True
4.75,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.73,1.46,0.37,4,1071.4403,True
1.25,11.15,"(6.5, 0.0) | (1.8, 6.2) | (-6.5, 0.0) | (-1.8, -6.2)",8.19,1.58,0.256,4,1071.7116,True
6.0,9.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.75,1.45,0.377,4,1071.8848,True
7.5,8.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.76,1.46,0.356,4,1071.9226,True
10.0,5.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.19,1.44,0.433,4,1071.9627,True
8.5,7.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.59,1.45,0.378,4,1072.5471,True
4.25,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.71,1.46,0.359,4,1073.3217,True
1.25,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",7.81,1.51,0.26,4,1073.3448,True
